2022	Jun	24	03:04	03:52	2874	07:47	09:21	5640
2022	Jun	25	03:04	03:48	2634	07:43	09:17	5640
2022	Jun	26	03:04	03:44	2394	07:39	09:13	5640
2022	Jun	27	03:04	03:40	2154	07:35	09:09	5640
2022	Jun	28	03:04	03:36	1914	07:31	09:05	5640
2022	Jun	29	03:04	03:32	1674	07:27	09:01	5640
2022	Jun	30	03:04	03:28	1434	07:23	08:57	5640
2022	Jul	01	03:04	03:24	1194	07:19	08:53	5640
2022	Jul	02	03:04	03:20	954	07:15	08:49	5640
2022	Jul	03	03:04	03:16	714	07:11	08:45	5640
2022	Jul	04	03:04	03:12	474	07:07	08:41	5640
2022	Jul	05	03:03	03:08	294	07:03	08:37	5640
2022	Jul	06	03:03	03:04	54	06:59	08:33	5640
2022	Jul	07				06:55	08:29	5640
2022	Jul	08				06:51	08:25	5640
2022	Jul	09				06:47	08:21	5640
2022	Jul	10				06:44	08:18	5640
2022	Jul	11				06:40	08:14	5640
2022	Jul	12				06:36	08:10	5640
2022	Jul	13				06:32	08:06	5640
2022	Jul	14				06:28	08:02	5640
2022	Jul	15				06:24	07:58	5640
2022	Jul	16				06:20	07:54	5640
2022	Jul	17				06:16	07:50	5640
2022	Jul	18				06:12	07:46	5640
2022	Jul	19				06:08	07:42	5640
2022	Jul	20				06:04	07:38	5640
2022	Jul	21				05:60	07:34	5640
2022	Jul	22				05:56	07:30	5640
2022	Jul	23				05:52	07:26	5640
2022	Jul	24				05:48	07:22	5640
2022	Jul	25				05:44	07:18	5640
2022	Jul	26				05:40	07:14	5640
2022	Jul	27				05:36	07:10	5640
2022	Jul	28				05:33	07:07	5640
2022	Jul	29				05:29	07:03	5640
2022	Jul	30				05:25	06:59	5640
2022	Jul	31				05:21	06:55	5640
